price,type,bedrooms,bathrooms,payment_method,down_payment,size_sqm,down_payment_ratio,year,month,area,city,governorate
12542000.0,apartment,3.0,2.0,installments,627100.0,141.0,0.05,2025,August,Sodic East,6Th District,New Heliopolis
11734000.0,chalet,3.0,2.0,installments,2346800.0,97.0,0.2,2025,August,Gaia,Ras Al Hekma,North Coast
5050000.0,apartment,3.0,1.0,cash,505000.0,85.0,0.1,2025,September,El Patio Vida,The 6Th Settlement,New Cairo City
4620000.0,apartment,3.0,3.0,cash,950000.0,165.0,0.21,2025,August,North Rehab,New Cairo City,Cairo
21000000.0,apartment,3.0,4.0,cash,1000000.0,270.0,0.05,2025,August,Al Rabwa,Sheikh Zayed Compounds,Sheikh Zayed City
30000000.0,villa,3.0,5.0,cash,3000000.0,480.0,0.1,2025,September,June,Ras Al Hekma,North Coast
14200000.0,chalet,2.0,2.0,installments,1420000.0,125.0,0.1,2025,September,Blanca Gardens,Soma Bay,Safaga
2160000.0,chalet,3.0,1.0,cash,324000.0,45.0,0.15,2025,May,Golf Porto Marina,Al Alamein,North Coast
9000000.0,chalet,3.0,3.0,installments,900000.0,157.0,0.1,2025,August,Silver Sands,Qesm Marsa Matrouh,North Coast
16800000.0,chalet,3.0,3.0,cash,168000.0,130.0,0.01,2025,August,Almaza Bay,Qesm Marsa Matrouh,North Coast
8000000.0,chalet,3.0,3.0,cash,800000.0,126.0,0.1,2025,September,Makadi Orascom Resort,Makadi,Hurghada
5000000.0,chalet,3.0,2.0,cash,500000.0,118.0,0.1,2025,August,Azha North,Ras Al Hekma,North Coast
8590000.0,villa,3.0,4.0,installments,390000.0,280.0,0.05,2025,August,Badya Palm Hills,6 October Compounds,6 October City
10800000.0,chalet,2.0,2.0,installments,0.0,115.0,0.0,2025,August,Seashore,Ras Al Hekma,North Coast
3145000.0,apartment,2.0,1.0,cash,630000.0,85.0,0.2,2025,August,Magawish,Hurghada,Red Sea
8800000.0,chalet,2.0,2.0,installments,3300000.0,109.0,0.38,2025,August,Solare,Ras Al Hekma,North Coast
28000000.0,villa,3.0,4.0,cash,2800000.0,230.0,0.1,2025,August,El Patio Oro,5Th Settlement Compounds,The 5Th Settlement
21382281.0,villa,4.0,3.0,installments,3882281.0,247.0,0.18,2025,August,The Estates,Sheikh Zayed Compounds,Sheikh Zayed City
2500000.0,chalet,3.0,1.0,installments,750000.0,50.0,0.3,2025,August,The Grand Resort,Hurghada Resorts,Hurghada
14500000.0,apartment,3.0,4.0,cash,1450000.0,201.0,0.1,2025,September,City Gate,5Th Settlement Compounds,The 5Th Settlement
3378000.0,apartment,3.0,2.0,cash,491000.0,138.0,0.15,2025,September,Touristic 1,Northern Expansions,6 October City
27500000.0,villa,3.0,4.0,installments,1375000.0,140.0,0.05,2025,August,Ramla Lakeside,Qesm Ad Dabaah,North Coast
6560000.0,apartment,2.0,2.0,cash,700000.0,127.0,0.11,2025,July,Bloomfields,Mostakbal City Compounds,Mostakbal City - Future City
7518014.0,apartment,2.0,1.0,cash,751801.0,88.0,0.1,2026,August,Sahl Hasheesh Resort,Sahl Hasheesh,Hurghada
8000000.0,chalet,2.0,2.0,installments,800000.0,111.0,0.1,2025,September,Hacienda White,Sidi Abdel Rahman,North Coast
28000000.0,villa,3.0,4.0,installments,4200000.0,210.0,0.15,2025,September,Saada Compound,New Cairo City,Cairo
3900000.0,apartment,1.0,1.0,installments,195000.0,60.0,0.05,2025,September,Talala,New Heliopolis Compounds,New Heliopolis
9520039.0,chalet,1.0,2.0,cash,230823.0,73.0,0.02,2025,September,Mesca,Soma Bay,Safaga
13900000.0,apartment,3.0,3.0,installments,750000.0,170.0,0.05,2025,September,Mountain View Icity October,6 October Compounds,6 October City
16040000.0,apartment,2.0,2.0,installments,4945600.0,145.0,0.31,2025,August,Lake View Residence,5Th Settlement Compounds,The 5Th Settlement
14300000.0,chalet,3.0,2.0,cash,1430000.0,124.0,0.1,2025,September,Marsa Baghush,Qesm Marsa Matrouh,North Coast
7080000.0,apartment,2.0,1.0,installments,1416000.0,118.0,0.2,2025,August,Jasmine Village,Hurghada Resorts,Hurghada
10400000.0,apartment,2.0,2.0,installments,1040000.0,138.0,0.1,2025,August,Stoda,Sheraton Al Matar,El Nozha
74240625.00000013,apartment,4.0,5.0,installments,9000000.0,430.0,0.2,2025,August,Cornish El Nile St.,Maadi,Hay El Maadi
25000000.0,apartment,3.0,4.0,installments,500000.0,310.0,0.02,2025,September,City Gate,5Th Settlement Compounds,The 5Th Settlement
10500000.0,apartment,3.0,3.0,cash,1050000.0,136.0,0.1,2025,August,Azad,5Th Settlement Compounds,The 5Th Settlement
3911417.0,apartment,3.0,1.0,cash,586712.0,64.0,0.15,2025,July,Long Beach Resort,Hurghada,Red Sea
24000000.0,villa,3.0,4.0,cash,2400000.0,160.0,0.1,2025,July,Koun,Ras Al Hekma,North Coast
1856000.0,apartment,1.0,1.0,cash,371200.0,58.0,0.2,2025,July,Magawish,Hurghada,Red Sea
5050000.0,apartment,3.0,1.0,cash,505000.0,85.0,0.1,2025,September,Mivida,5Th Settlement Compounds,The 5Th Settlement
5050000.0,apartment,3.0,1.0,cash,505000.0,85.0,0.1,2025,September,Taj City,5Th Settlement Compounds,The 5Th Settlement
10000000.0,apartment,3.0,3.0,installments,1000000.0,170.0,0.1,2025,September,El Patio Oro,5Th Settlement Compounds,The 5Th Settlement
25000000.0,chalet,3.0,4.0,installments,2500000.0,350.0,0.1,2025,September,Ras Soma,Safaga,Hurghada
3192000.0,apartment,1.0,1.0,installments,319200.0,80.0,0.1,2025,August,Green Revolution,Sheikh Zayed Compounds,Sheikh Zayed City
6500000.0,apartment,2.0,1.0,installments,325000.0,133.0,0.05,2025,August,King Mariout,Hay Al Amereyah,Alexandria
74240625.00000013,villa,3.0,6.0,cash,4000000.0,723.5400000000009,0.05,2025,August,Ogami,Ras Al Hekma,North Coast
33000000.0,villa,3.0,3.0,installments,3300000.0,186.0,0.1,2025,September,Silver Sands,Qesm Marsa Matrouh,North Coast
11900000.0,apartment,3.0,2.0,installments,1190000.0,125.0,0.1,2025,September,Mountain View,Ras Al Hekma,North Coast
10000000.0,chalet,2.0,2.0,cash,500000.0,95.0,0.05,2025,August,Il Monte Galala,Al Ain Al Sokhna,Suez
21450000.0,villa,2.0,2.0,installments,1072500.0,122.0,0.05,2025,September,Bay West,Soma Bay,Safaga
26250000.0,villa,3.0,4.0,installments,3500000.0,220.0,0.13,2025,September,Marseilia Beach 5,Ras Al Hekma,North Coast
8000000.0,apartment,3.0,3.0,installments,800000.0,140.0,0.1,2025,August,Noll,5Th Settlement Compounds,The 5Th Settlement
7673570.0,apartment,3.0,2.0,installments,2142160.0,130.0,0.28,2025,August,Hap Town,Mostakbal City Compounds,Mostakbal City - Future City
14500000.0,apartment,3.0,3.0,installments,1450000.0,260.0,0.1,2025,August,Jazebeya,26Th Of July Corridor,6 October City
16110000.0,apartment,3.0,3.0,installments,0.0,164.0,0.0,2025,September,El Patio Oro,5Th Settlement Compounds,The 5Th Settlement
23149000.0,chalet,3.0,2.0,installments,2314900.0,120.0,0.1,2025,August,Silver Sands,Qesm Marsa Matrouh,North Coast
6250000.0,villa,3.0,3.0,installments,625000.0,166.0,0.1,2025,August,Hanging Gardens,Porto Sokhna,Al Ain Al Sokhna
16500000.0,villa,3.0,4.0,cash,0.0,210.0,0.0,2025,September,Mesca,Soma Bay,Safaga
6060000.0,apartment,3.0,3.0,installments,606000.0,199.0,0.1,2025,September,U One,Sheikh Zayed Compounds,Sheikh Zayed City
10000000.0,chalet,3.0,3.0,installments,1000000.0,127.0,0.1,2025,September,Mar Bay,Ras Al Hekma,North Coast
3861000.0,apartment,2.0,1.0,cash,772200.0,48.0,0.2,2026,August,Magawish Resort,Hurghada Resorts,Hurghada
14800000.0,apartment,3.0,5.0,installments,740000.0,145.0,0.05,2025,August,Mesca,Soma Bay,Safaga
13066000.0,chalet,2.0,2.0,cash,1306000.0,104.0,0.1,2025,August,Youd,Ras Al Hekma,North Coast
18500000.0,chalet,3.0,3.0,installments,1500000.0,145.0,0.08,2025,August,Azha North,Ras Al Hekma,North Coast
10200000.0,villa,3.0,7.0,installments,2800000.0,400.0,0.02,2025,September,The Waterway,Qesm Ad Dabaah,North Coast
18750000.0,chalet,3.0,3.0,cash,1875000.0,291.0,0.1,2025,September,Playa Resort,Sidi Abdel Rahman,North Coast
4176000.0,apartment,1.0,1.0,installments,208800.0,72.0,0.05,2025,September,Nyoum October,Northern Expansions,6 October City
18000000.0,chalet,3.0,2.0,cash,900000.0,115.0,0.05,2025,August,Silver Sands,Qesm Marsa Matrouh,North Coast
15000000.0,villa,3.0,2.0,installments,800000.0,122.0,0.05,2025,August,Arc Of Soma,Soma Bay,Safaga
6560000.0,chalet,3.0,2.0,cash,656000.0,85.0,0.1,2025,September,Makadi Orascom Resort,Makadi,Hurghada
12000000.0,chalet,3.0,2.0,cash,1200000.0,125.0,0.1,2025,September,Almaza Bay,Qesm Marsa Matrouh,North Coast
26240000.0,villa,3.0,4.0,installments,1600000.0,235.0,0.06,2025,August,Al Masyaf,Ras Al Hekma,North Coast
12000000.0,apartment,3.0,4.0,installments,300000.0,245.0,0.02,2025,August,Mesca,Soma Bay,Safaga
36000000.0,villa,3.0,4.0,installments,3600000.0,190.0,0.1,2025,August,Caesar,Qesm Marsa Matrouh,North Coast
13300000.0,chalet,3.0,2.0,cash,1330000.0,120.0,0.1,2025,September,Mangroovy Residence,Al Gouna,Hurghada
9337000.0,chalet,3.0,2.0,installments,466850.0,85.0,0.05,2025,September,Jefaira,Ras Al Hekma,North Coast
9178000.0,chalet,3.0,1.0,cash,455000.0,90.0,0.05,2025,September,Il Monte Galala,Al Ain Al Sokhna,Suez
2200000.0,apartment,3.0,1.0,installments,1100000.0,138.0,0.5,2025,July,El Nady District,Shorouk City,Cairo
4309000.0,apartment,3.0,2.0,installments,215450.0,139.0,0.05,2025,September,Al Maqsad,New Capital Compounds,New Capital City
5800000.0,apartment,3.0,2.0,installments,290000.0,125.0,0.05,2025,September,Ivoire East,5Th Settlement Compounds,The 5Th Settlement
10200000.0,villa,3.0,3.0,cash,510000.0,345.0,0.05,2025,August,Hacienda Heneish,Qesm Marsa Matrouh,North Coast
13000000.0,apartment,3.0,3.0,cash,1000000.0,110.0,0.08,2025,August,Fouka Bay,Qesm Marsa Matrouh,North Coast
16442400.0,apartment,3.0,4.0,cash,1644240.0,275.0,0.1,2025,August,Stone Park,5Th Settlement Compounds,The 5Th Settlement
23600000.0,apartment,4.0,4.0,installments,8600000.0,175.0,0.36,2025,August,Silver Sands,Qesm Marsa Matrouh,North Coast
50000000.0,villa,3.0,4.0,installments,9000000.0,400.0,0.4,2025,August,Almaza Bay,Qesm Marsa Matrouh,North Coast
3570000.0,apartment,2.0,1.0,installments,570000.0,85.0,0.16,2025,August,El Kawther District,Hurghada,Red Sea
8800000.0,apartment,3.0,3.0,installments,880000.0,152.0,0.1,2025,August,New Cairo City,Cairo,Unknown
5000000.0,chalet,2.0,2.0,cash,500000.0,113.0,0.1,2025,August,Marsa Baghush,Qesm Marsa Matrouh,North Coast
23000000.0,villa,3.0,4.0,cash,1150000.0,400.0,0.05,2025,August,Solare,Ras Al Hekma,North Coast
8946000.0,apartment,3.0,2.0,installments,2306500.0,130.0,0.26,2025,August,Kayan,Sheikh Zayed Compounds,Sheikh Zayed City
8000000.0,chalet,3.0,4.0,cash,80000.0,150.0,0.01,2025,August,Salt,Ras Al Hekma,North Coast
25480000.0,villa,3.0,4.0,cash,2548000.0,205.0,0.1,2025,September,Solana,New Zayed City,Sheikh Zayed City
22000000.0,villa,3.0,4.0,installments,0.0,248.0,0.0,2025,August,Swan Lake Residence,5Th Settlement Compounds,The 5Th Settlement
11000000.0,chalet,3.0,1.0,installments,1100000.0,95.0,0.1,2025,August,Marseilia Beach 5,Ras Al Hekma,North Coast
29000000.0,villa,3.0,4.0,cash,7000000.0,240.0,0.24,2025,August,Taj City,5Th Settlement Compounds,The 5Th Settlement
9865000.0,chalet,2.0,2.0,cash,986500.0,85.0,0.1,2025,September,Makadi Orascom Resort,Makadi,Hurghada
17000000.0,apartment,3.0,4.0,cash,170000.0,300.0,0.01,2025,August,Al Masyaf,Ras Al Hekma,North Coast
3800000.0,chalet,1.0,2.0,installments,380000.0,65.0,0.1,2025,July,Hacienda West,Ras Al Hekma,North Coast
4300000.0,chalet,1.0,1.0,cash,430000.0,66.0,0.1,2025,August,Bungalows North Coast,Bungalows,Markaz Al Hamam
5850000.0,apartment,3.0,3.0,installments,585000.0,188.0,0.1,2025,August,Genova,Riviera City,Sheikh Zayed City
16099000.0,chalet,2.0,3.0,installments,804950.0,150.0,0.05,2025,August,The Med,Ras Al Hekma,North Coast
8000000.0,chalet,2.0,1.0,installments,1525000.0,101.0,0.19,2026,August,Jefaira,Ras Al Hekma,North Coast
19000000.0,villa,3.0,2.0,cash,950000.0,200.0,0.05,2025,August,Bay West,Soma Bay,Safaga
19400000.0,other,3.0,2.0,cash,970000.0,153.0,0.05,2025,August,Silver Sands,Qesm Marsa Matrouh,North Coast
58000000.0,villa,3.0,6.0,cash,2900000.0,403.0,0.05,2025,August,Marsa Baghush,Qesm Marsa Matrouh,North Coast
11000000.0,apartment,3.0,2.0,installments,1100000.0,107.0,0.1,2025,September,City Gate,5Th Settlement Compounds,The 5Th Settlement
6050000.0,apartment,3.0,3.0,installments,605000.0,199.0,0.1,2025,September,Genova,Riviera City,Sheikh Zayed City
10410000.0,apartment,3.0,3.0,cash,1041000.0,178.0,0.1,2025,September,Dejoya Residence,New Zayed City,Sheikh Zayed City
6825000.0,apartment,3.0,2.0,installments,341000.0,145.0,0.05,2025,September,Dejoya 3 New Capital,New Capital Compounds,New Capital City
12492000.0,apartment,3.0,3.0,installments,6000000.0,210.0,0.48,2025,August,Mountain View Icity October,6 October Compounds,6 October City
15300000.0,chalet,3.0,2.0,installments,1200000.0,118.0,0.08,2025,August,Azha North,Ras Al Hekma,North Coast
7500000.0,apartment,2.0,2.0,cash,375000.0,130.0,0.05,2025,August,Mountain View Icity,5Th Settlement Compounds,The 5Th Settlement
20100000.0,villa,4.0,5.0,installments,1000000.0,165.0,0.05,2025,August,Plage,Sidi Abdel Rahman,North Coast
21000000.0,chalet,3.0,3.0,cash,1050000.0,307.0,0.05,2025,August,Caesar,Qesm Marsa Matrouh,North Coast
23000000.0,villa,3.0,4.0,installments,2300000.0,274.0,0.1,2025,August,Azzar,5Th Settlement Compounds,The 5Th Settlement
17000000.0,villa,3.0,5.0,installments,850000.0,155.0,0.05,2025,September,Mesca,Soma Bay,Safaga
8250000.0,apartment,3.0,3.0,installments,3500000.0,178.0,0.42,2025,August,Alex West,Alexandria Compounds,Alexandria
23000000.0,chalet,3.0,4.0,cash,1150000.0,380.0,0.05,2025,August,Hacienda Waters,Qesm Ad Dabaah,North Coast
35300000.0,villa,3.0,4.0,cash,1765000.0,159.0,0.05,2025,August,Silver Sands,Qesm Marsa Matrouh,North Coast
9000000.0,chalet,3.0,3.0,cash,900000.0,130.0,0.1,2025,September,Makadi Orascom Resort,Makadi,Hurghada
11300000.0,villa,4.0,4.0,cash,570000.0,152.0,0.05,2025,August,Elaia,New Heliopolis Compounds,New Heliopolis
25000000.0,villa,3.0,4.0,installments,250000.0,300.0,0.01,2025,August,Mivida,5Th Settlement Compounds,The 5Th Settlement
14000000.0,chalet,3.0,3.0,installments,1400000.0,118.0,0.1,2025,August,Al Masyaf,Ras Al Hekma,North Coast
14230565.0,apartment,2.0,2.0,installments,900000.0,120.0,0.06,2025,September,North Edge Towers,New Alamein City,Al Alamein
15200000.0,chalet,3.0,3.0,installments,800000.0,150.0,0.05,2025,September,Ramla Lakeside,Qesm Ad Dabaah,North Coast
34000000.0,villa,3.0,6.0,cash,3400000.0,413.0,0.1,2025,September,The Med,Ras Al Hekma,North Coast
1450000.0,apartment,3.0,1.0,cash,280000.0,45.0,0.2,2025,August,Talala,New Heliopolis Compounds,New Heliopolis
7500000.0,chalet,3.0,3.0,installments,750000.0,175.0,0.1,2025,September,Al Masyaf,Ras Al Hekma,North Coast
8910000.0,chalet,3.0,3.0,cash,445500.0,110.0,0.05,2025,August,Fouka Bay,Qesm Marsa Matrouh,North Coast
5700000.0,apartment,2.0,2.0,cash,570000.0,177.0,0.1,2025,July,Mountain View,Ras Al Hekma,North Coast
10000000.0,chalet,3.0,3.0,installments,300000.0,143.0,0.03,2025,August,Mesca,Soma Bay,Safaga
4365125.0,apartment,3.0,2.0,installments,654769.0,117.0,0.15,2025,August,Mokattam Downtown,Al Hadaba Al Wosta,Mokattam
7800000.0,villa,3.0,3.0,cash,2800000.0,380.0,0.36,2025,May,Upville,Cairo Alexandria Desert Road,6 October City
53847900.0,villa,3.0,4.0,cash,2692395.0,420.0,0.05,2025,September,Hacienda Bay,Sidi Abdel Rahman,North Coast
20000000.0,chalet,3.0,3.0,cash,1000000.0,140.0,0.05,2025,August,Silver Sands,Qesm Marsa Matrouh,North Coast
7200000.0,chalet,3.0,2.0,installments,720000.0,100.0,0.1,2025,July,Marseilia Beach 5,Ras Al Hekma,North Coast
21235000.0,chalet,3.0,1.0,installments,4247000.0,66.0,0.2,2025,August,Zoya,Sidi Abdel Rahman,North Coast
25000000.0,villa,3.0,3.0,installments,1250000.0,165.0,0.05,2025,August,Summer,Ras Al Hekma,North Coast
3615000.0,apartment,1.0,1.0,installments,723000.0,73.0,0.2,2025,August,Magawish Resort,Hurghada Resorts,Hurghada
10980000.0,chalet,2.0,2.0,installments,1220000.0,100.0,0.11,2025,September,Fouka Bay,Qesm Marsa Matrouh,North Coast
6150000.0,apartment,3.0,3.0,installments,615000.0,200.0,0.1,2025,August,U One,Sheikh Zayed Compounds,Sheikh Zayed City
12000000.0,chalet,3.0,2.0,cash,1200000.0,120.0,0.1,2025,August,Makadi Orascom Resort,Makadi,Hurghada
3784000.0,chalet,1.0,1.0,cash,567600.0,62.0,0.15,2025,September,Matarma Beach Residence,Raas Matarma,Ras Sedr
4000000.0,apartment,3.0,3.0,cash,2000000.0,165.0,0.5,2025,August,New Narges,New Cairo City,Cairo
9500000.0,villa,4.0,5.0,installments,950000.0,425.0,0.1,2025,August,Joya,26Th Of July Corridor,6 October City
6682500.0,apartment,2.0,1.0,cash,2004750.0,135.0,0.3,2025,August,1St Avenue North Side,Hurghada Resorts,Hurghada
10200000.0,other,3.0,3.0,installments,1020000.0,723.5400000000009,0.1,2025,September,Katameya Coast,Qesm Ad Dabaah,North Coast
5000000.0,villa,3.0,4.0,cash,500000.0,230.0,0.1,2025,July,Badya Palm Hills,6 October Compounds,6 October City
32184165.0,villa,3.0,5.0,cash,3218416.5,268.0,0.1,2025,August,Soul North Coast,Qesm Ad Dabaah,North Coast
13738000.0,apartment,2.0,2.0,cash,687000.0,128.0,0.05,2025,September,Marriott Residence Heliopolis,Almazah,Heliopolis - Masr El Gedida
4700000.0,apartment,3.0,3.0,cash,470000.0,168.0,0.1,2025,August,Palm Parks Palm Hills,South Dahshur Link,6 October City
22500000.0,apartment,3.0,4.0,cash,2250000.0,197.0,0.1,2025,September,Palm Hills New Cairo,5Th Settlement Compounds,The 5Th Settlement
45482040.0,villa,3.0,5.0,installments,2105650.0,226.0,0.05,2025,August,Ogami,Ras Al Hekma,North Coast
13500000.0,villa,3.0,3.0,installments,1000000.0,206.0,0.07,2025,August,O West,6 October Compounds,6 October City
3900000.0,apartment,2.0,2.0,installments,390000.0,103.0,0.1,2025,August,Madinaty,Cairo,Unknown
20000000.0,chalet,3.0,3.0,cash,2000000.0,160.0,0.1,2025,September,Silver Sands,Qesm Marsa Matrouh,North Coast
20300000.0,villa,3.0,4.0,cash,2030000.0,350.0,0.1,2025,August,Makadi Orascom Resort,Makadi,Hurghada
5500000.0,apartment,1.0,1.0,installments,275000.0,85.0,0.05,2025,August,El Patio Vida,The 6Th Settlement,New Cairo City
25000000.0,villa,3.0,3.0,cash,1250000.0,270.0,0.05,2025,September,Seazen,Qesm Ad Dabaah,North Coast
6092888.0,apartment,3.0,1.0,cash,609288.8,62.0,0.1,2025,August,Ri8 New Capital,New Capital Compounds,New Capital City
6400000.0,chalet,3.0,2.0,cash,500000.0,108.0,0.08,2025,August,Il Monte Galala,Al Ain Al Sokhna,Suez
10000000.0,apartment,3.0,3.0,cash,1000000.0,117.0,0.1,2025,August,Makadi Orascom Resort,Makadi,Hurghada
42800000.0,villa,3.0,3.0,cash,2140000.0,224.0,0.05,2026,September,Koun,Ras Al Hekma,North Coast
21000000.0,chalet,3.0,3.0,cash,1050000.0,307.0,0.05,2025,August,Hacienda White,Sidi Abdel Rahman,North Coast
7000000.0,villa,3.0,4.0,cash,700000.0,170.0,0.1,2025,September,Mountain View,Ras Al Hekma,North Coast
15900000.0,chalet,2.0,2.0,installments,795000.0,122.0,0.05,2025,August,Bay West,Soma Bay,Safaga
13620382.0,chalet,3.0,3.0,cash,523902.0,137.0,0.04,2025,September,Wadi Jebal,Soma Bay,Safaga
19200000.0,chalet,3.0,4.0,installments,1920000.0,190.0,0.1,2025,September,Almaza Bay,Qesm Marsa Matrouh,North Coast
14250000.0,apartment,3.0,2.0,installments,1425000.0,100.0,0.1,2025,August,June,Ras Al Hekma,North Coast
23000000.0,chalet,3.0,4.0,installments,1750000.0,225.0,0.08,2025,September,Swan Lake North Coast,Qesm Ad Dabaah,North Coast
10765000.0,chalet,3.0,2.0,installments,1076500.0,130.0,0.1,2025,August,Bella Vento Galala,Al Ain Al Sokhna,Suez
6414000.0,apartment,2.0,2.0,cash,320000.0,105.0,0.05,2025,August,Noll,5Th Settlement Compounds,The 5Th Settlement
8000000.0,chalet,2.0,3.0,cash,800000.0,128.0,0.1,2025,September,Mar Bay,Ras Al Hekma,North Coast
20000000.0,chalet,3.0,3.0,installments,2000000.0,230.0,0.1,2025,September,Almaza Bay,Qesm Marsa Matrouh,North Coast
11625000.0,other,3.0,4.0,cash,1550000.0,323.0,0.13,2025,July,Dejoya 3 New Capital,New Capital Compounds,New Capital City
18500000.0,villa,3.0,6.0,cash,925000.0,250.0,0.05,2025,August,Sarai,Mostakbal City Compounds,Mostakbal City - Future City
16300000.0,chalet,3.0,3.0,cash,163000.0,155.0,0.01,2025,August,Silver Sands,Qesm Marsa Matrouh,North Coast
15862050.0,other,3.0,2.0,cash,782100.0,125.0,0.05,2025,August,The Med,Ras Al Hekma,North Coast
6101000.0,apartment,3.0,2.0,installments,305050.0,126.0,0.05,2025,September,Al Maqsad,New Capital Compounds,New Capital City
10300000.0,chalet,3.0,3.0,installments,0.0,150.0,0.0,2025,August,Ramla Lakeside,Qesm Ad Dabaah,North Coast
18300000.0,chalet,3.0,3.0,cash,183000.0,155.0,0.01,2025,August,Hacienda Heneish,Qesm Marsa Matrouh,North Coast
16230000.0,villa,3.0,5.0,installments,7265157.0,180.0,0.45,2025,July,Lvls By Mountain View,Qesm Ad Dabaah,North Coast
15000000.0,apartment,3.0,2.0,installments,0.0,65.0,0.0,2025,August,Mangroovy Residence,Al Gouna,Hurghada
12120000.0,chalet,3.0,3.0,installments,550000.0,165.0,0.05,2025,August,Mangroovy Residence,Al Gouna,Hurghada
17500000.0,chalet,3.0,2.0,cash,1750000.0,135.0,0.1,2025,August,Telal Alamein,Sidi Abdel Rahman,North Coast
16110680.0,apartment,3.0,4.0,installments,4520700.0,180.0,0.28,2025,September,O West,6 October Compounds,6 October City
3355381.0,apartment,3.0,1.0,cash,503307.0,51.0,0.15,2026,August,Long Beach Resort,Hurghada,Red Sea
40000000.0,villa,3.0,5.0,cash,2000000.0,280.0,0.05,2025,September,Hacienda Heneish,Qesm Marsa Matrouh,North Coast
10200000.0,villa,3.0,4.0,installments,1020000.0,361.0,0.1,2025,September,Soul North Coast,Qesm Ad Dabaah,North Coast
13972030.0,chalet,2.0,2.0,installments,2322000.0,118.0,0.17,2025,August,South Med,Qesm Ad Dabaah,North Coast
12100000.0,apartment,3.0,3.0,cash,1210000.0,157.0,0.1,2025,September,Village West,Sheikh Zayed Compounds,Sheikh Zayed City
21008298.0,villa,3.0,3.0,installments,1502938.0,175.0,0.07,2025,September,Jirian,New Zayed City,Sheikh Zayed City
7500250.0,chalet,1.0,2.0,installments,230000.0,73.0,0.03,2025,September,Seashore,Ras Al Hekma,North Coast
4500000.0,chalet,3.0,2.0,installments,450000.0,60.0,0.1,2025,August,Golf Porto Marina,Al Alamein,North Coast
3330000.0,apartment,3.0,3.0,cash,1330000.0,185.0,0.4,2025,July,Al Nadi Square,2Nd Neighborhood,4Th District West
50058108.0,villa,3.0,3.0,installments,9000000.0,220.0,0.32,2025,September,The Sierras,Uptown Cairo,Mokattam
7000000.0,villa,3.0,4.0,cash,700000.0,253.0,0.1,2025,August,Badya Palm Hills,6 October Compounds,6 October City
8000000.0,chalet,3.0,2.0,cash,400000.0,165.0,0.05,2025,September,Marsa Baghush,Qesm Marsa Matrouh,North Coast
5493000.0,apartment,3.0,2.0,installments,1700000.0,119.0,0.31,2025,August,Noor City,Cairo,Unknown
25000000.0,villa,3.0,5.0,cash,0.0,320.0,0.0,2025,August,Hacienda Heneish,Qesm Marsa Matrouh,North Coast
11900000.0,villa,3.0,4.0,cash,1190000.0,182.0,0.1,2025,September,Makadi Orascom Resort,Makadi,Hurghada
17000000.0,chalet,3.0,2.0,cash,1700000.0,120.0,0.1,2025,September,Mangroovy Residence,Al Gouna,Hurghada
8600000.0,chalet,3.0,3.0,installments,860000.0,350.0,0.1,2025,September,Mazarine,New Alamein City,Al Alamein
2845000.0,apartment,1.0,1.0,cash,885000.0,58.0,0.31,2025,August,El Kawther District,Hurghada,Red Sea
7230000.0,apartment,2.0,2.0,installments,723000.0,154.0,0.1,2025,August,Green Revolution,Sheikh Zayed Compounds,Sheikh Zayed City
4207684.0,apartment,2.0,2.0,installments,1300000.0,112.0,0.31,2025,August,Sarai,Mostakbal City Compounds,Mostakbal City - Future City
2200000.0,apartment,3.0,1.0,cash,660000.0,45.0,0.3,2026,August,El Hadaba District,Hurghada,Red Sea
28900000.0,villa,3.0,4.0,cash,900000.0,500.0,0.03,2025,August,Al Masyaf,Ras Al Hekma,North Coast
39000000.0,villa,3.0,5.0,cash,0.0,280.0,0.0,2025,August,Almaza Bay,Qesm Marsa Matrouh,North Coast
4629200.0,apartment,3.0,2.0,cash,1390000.0,163.0,0.3,2025,September,Bait Alwatan,The 5Th Settlement,New Cairo City
3300000.0,apartment,3.0,2.0,installments,1300000.0,105.0,0.39,2025,September,Nyoum October,Northern Expansions,6 October City
2600000.0,chalet,2.0,2.0,cash,1040000.0,90.0,0.4,2025,August,Porto Matrouh,Marsa Matrouh,Matrouh
1450000.0,villa,3.0,3.0,cash,115000.0,288.0,0.1,2025,August,Belle Vie,New Zayed City,Sheikh Zayed City
3915000.0,apartment,3.0,1.0,installments,587250.0,76.0,0.15,2025,September,Long Beach Resort,Hurghada,Red Sea
4500000.0,apartment,3.0,3.0,cash,450000.0,152.0,0.1,2025,August,Palm Hills New Cairo,5Th Settlement Compounds,The 5Th Settlement
14180000.0,chalet,2.0,2.0,cash,1418000.0,120.0,0.1,2025,September,Direction White,Ras Al Hekma,North Coast
12200000.0,villa,3.0,4.0,installments,1220000.0,220.0,0.1,2025,July,Al Burouj Compound,El Shorouk Compounds,Shorouk City
16000000.0,chalet,3.0,2.0,cash,0.0,130.0,0.0,2025,September,Marsa Baghush,Qesm Marsa Matrouh,North Coast
11500000.0,chalet,3.0,3.0,cash,1150000.0,140.0,0.1,2025,September,The Med,Ras Al Hekma,North Coast
58341000.0,villa,4.0,4.0,installments,2917050.0,305.0,0.05,2025,September,Caesar,Qesm Marsa Matrouh,North Coast
